time,s_1,s_2,s_3,v_1,v_2,v_3,a_1,a_2,a_3,theta_1,theta_2,theta_3,quaternion_1,quaternion_2,quaternion_3,quaternion_4,dcm_1,dcm_2,dcm_3,dcm_4,dcm_5,dcm_6,dcm_7,dcm_8,dcm_9,w_1,w_2,w_3,alpha_1,alpha_2,alpha_3,force_1,force_2,force_3,moments_1,moments_2,moments_3,control_signal_1,control_signal_2,control_signal_3,angular_momentum,rotational_kinetic_energy
70.96,0,0,0,0,0,0,0,0,0,0.00736162,0.0378881,1.40278,-0.0150348,-0.0120966,-0.645213,-0.763759,0.167108,-0.985211,0.037879,0.985938,0.166948,-0.00735627,0.000923645,0.0385757,0.999255,0.00185689,-0.00256952,0.924476,-0.00164697,-0.00144551,0.0130203,0,0,0,1,0,10,1,1,1,710.12,328.209
71.01,0,0,0,0,0,0,0,0,0,0.00750367,0.0379591,1.44901,-0.0153871,-0.0117254,-0.662693,-0.748642,0.121402,-0.991878,0.03795,0.992599,0.121204,-0.00749819,0.00283762,0.0385794,0.999252,0.00177276,-0.00263968,0.925127,-0.0017004,-0.00138181,0.0130203,0,0,0,1,0,10,1,1,1,710.621,328.671
71.06,0,0,0,0,0,0,0,0,0,0.00764527,0.038032,1.49526,-0.0157308,-0.0113449,-0.67983,-0.733113,0.0754052,-0.996428,0.0380228,0.997142,0.0751677,-0.00763967,0.0047543,0.0384902,0.999248,0.00168602,-0.00270658,0.925778,-0.00175152,-0.001316,0.0130203,0,0,0,1,0,10,1,1,1,711.121,329.134
71.11,0,0,0,0,0,0,0,0,0,0.00778638,0.0381067,1.54156,-0.0160658,-0.0109555,-0.696615,-0.717181,0.0292146,-0.998847,0.0380975,0.999551,0.0289384,-0.00778065,0.00666919,0.0383077,0.999244,0.00159682,-0.00277013,0.926429,-0.00180024,-0.00124816,0.0130203,0,0,0,1,0,10,1,1,1,711.622,329.597
71.16,0,0,0,0,0,0,0,0,0,0.00792694,0.0381834,1.58788,-0.0163918,-0.0105572,-0.713039,-0.700854,-0.0170708,-0.999125,0.0381741,0.999817,-0.0173853,-0.00792108,0.00857781,0.038032,0.99924,0.00150525,-0.00283021,0.92708,-0.00184648,-0.00117838,0.0130203,0,0,0,1,0,10,1,1,1,712.122,330.061
71.21,0,0,0,0,0,0,0,0,0,0.00806689,0.038262,1.63424,-0.0167086,-0.0101504,-0.72909,-0.684138,-0.0633517,-0.997258,0.0382527,0.997936,-0.063704,-0.0080609,0.0104756,0.0376631,0.999236,0.00141146,-0.00288675,0.927731,-0.00189018,-0.00110676,0.0130204,0,0,0,1,0,10,1,1,1,712.622,330.524
71.26,0,0,0,0,0,0,0,0,0,0.00820618,0.0383425,1.68063,-0.017016,-0.00973512,-0.744761,-0.667043,-0.109529,-0.993244,0.0383331,0.993907,-0.109918,-0.00820006,0.0123582,0.0372014,0.999231,0.00131558,-0.00293965,0.928382,-0.00193125,-0.00103339,0.0130204,0,0,0,1,0,10,1,1,1,713.123,330.989
71.31,0,0,0,0,0,0,0,0,0,0.00834476,0.038425,1.72705,-0.0173136,-0.00931169,-0.760042,-0.649576,-0.155502,-0.987088,0.0384155,0.987733,-0.155928,-0.00833851,0.0142209,0.0366476,0.999227,0.00121773,-0.00298883,0.929033,-0.00196963,-0.000958377,0.0130204,0,0,0,1,0,10,1,1,1,713.623,331.453
71.36,0,0,0,0,0,0,0,0,0,0.00848257,0.0385093,1.7735,-0.0176014,-0.00888031,-0.774924,-0.631747,-0.201171,-0.978799,0.0384998,0.979424,-0.201633,-0.00847618,0.0160593,0.0360024,0.999223,0.00111805,-0.0030342,0.929684,-0.00200526,-0.000881819,0.0130204,0,0,0,1,0,10,1,1,1,714.123,331.918
71.41,0,0,0,0,0,0,0,0,0,0.00861956,0.0385955,1.81999,-0.0178791,-0.00844122,-0.789397,-0.613564,-0.246438,-0.96839,0.0385859,0.968994,-0.246935,-0.00861304,0.017869,0.0352669,0.999218,0.00101668,-0.00307569,0.930335,-0.00203807,-0.000803823,0.0130205,0,0,0,1,0,10,1,1,1,714.623,332.383
71.46,0,0,0,0,0,0,0,0,0,0.00875567,0.0386836,1.86651,-0.0181465,-0.00799465,-0.803454,-0.595037,-0.291203,-0.955879,0.038674,0.95646,-0.291734,-0.00874901,0.0196455,0.0344423,0.999214,0.000913768,-0.00311324,0.930986,-0.00206801,-0.000724495,0.0130205,0,0,0,1,0,10,1,1,1,715.124,332.848
71.51,0,0,0,0,0,0,0,0,0,0.00889085,0.0387736,1.91306,-0.0184033,-0.00754085,-0.817085,-0.576175,-0.335368,-0.941289,0.0387639,0.941844,-0.335932,-0.00888405,0.0213845,0.0335301,0.999209,0.000809457,-0.00314679,0.931637,-0.00209502,-0.000643947,0.0130205,0,0,0,1,0,10,1,1,1,715.624,333.314
71.56,0,0,0,0,0,0,0,0,0,0.00902503,0.0388654,1.95964,-0.0186495,-0.00708006,-0.830282,-0.556986,-0.378837,-0.924647,0.0388556,0.925176,-0.379432,-0.00901809,0.0230816,0.0325319,0.999204,0.000703895,-0.00317627,0.932288,-0.00211905,-0.000562291,0.0130206,0,0,0,1,0,10,1,1,1,716.124,333.78
71.61,0,0,0,0,0,0,0,0,0,0.00915818,0.0389591,2.00626,-0.0188847,-0.00661254,-0.843038,-0.537482,-0.421512,-0.905986,0.0389492,0.906485,-0.422138,-0.0091511,0.0247327,0.0314496,0.999199,0.000597231,-0.00320163,0.932939,-0.00214006,-0.000479642,0.0130206,0,0,0,1,0,10,1,1,1,716.624,334.246
71.66,0,0,0,0,0,0,0,0,0,0.00929022,0.0390545,2.05291,-0.0191088,-0.00613855,-0.855344,-0.517672,-0.463301,-0.885341,0.0390446,0.88581,-0.463956,-0.00928301,0.0263336,0.0302853,0.999194,0.000489619,-0.00322283,0.93359,-0.00215801,-0.000396117,0.0130206,0,0,0,1,0,10,1,1,1,717.124,334.713
71.71,0,0,0,0,0,0,0,0,0,0.00942112,0.0391518,2.09959,-0.0193215,-0.00565834,-0.867192,-0.497566,-0.504109,-0.862753,0.0391418,0.86319,-0.504791,-0.00941376,0.0278802,0.0290413,0.999189,0.000381213,-0.00323983,0.934241,-0.00217285,-0.000311834,0.0130207,0,0,0,1,0,10,1,1,1,717.624,335.18
71.76,0,0,0,0,0,0,0,0,0,0.00955082,0.0392508,2.14631,-0.0195229,-0.0051722,-0.878576,-0.477175,-0.543845,-0.838268,0.0392407,0.838671,-0.544554,-0.00954332,0.0293686,0.02772,0.999184,0.000272169,-0.00325259,0.934892,-0.00218457,-0.000226915,0.0130207,0,0,0,1,0,10,1,1,1,718.124,335.647
71.81,0,0,0,0,0,0,0,0,0,0.00967928,0.0393516,2.19306,-0.0197126,-0.00468039,-0.889488,-0.456509,-0.582421,-0.811934,0.0393414,0.812304,-0.583155,-0.00967163,0.0307949,0.0263242,0.999179,0.000162645,-0.00326109,0.935543,-0.00219312,-0.000141481,0.0130208,0,0,0,1,0,10,1,1,1,718.624,336.115
71.86,0,0,0,0,0,0,0,0,0,0.00980643,0.039454,2.23984,-0.0198904,-0.00418318,-0.899921,-0.435579,-0.61975,-0.783807,0.0394438,0.78414,-0.620506,-0.00979864,0.0321554,0.0248568,0.999174,5.2799e-05,-0.00326531,0.936194,-0.00219849,-5.56559e-05,0.0130208,0,0,0,1,0,10,1,1,1,719.124,336.583
71.91,0,0,0,0,0,0,0,0,0,0.00993224,0.0395582,2.28665,-0.0200563,-0.00368087,-0.909868,-0.414396,-0.655747,-0.753944,0.0395479,0.75424,-0.656524,-0.00992431,0.0334465,0.0233207,0.999168,-5.72087e-05,-0.00326522,0.936845,-0.00220065,3.04367e-05,0.0130208,0,0,0,1,0,10,1,1,1,719.624,337.051
71.96,0,0,0,0,0,0,0,0,0,0.0100567,0.0396639,2.33349,-0.0202101,-0.00317373,-0.919323,-0.392971,-0.69033,-0.722407,0.0396535,0.722663,-0.691127,-0.0100486,0.0346648,0.0217193,0.999163,-0.000167217,-0.00326082,0.937497,-0.0021996,0.000116671,0.0130209,0,0,0,1,0,10,1,1,1,720.124,337.52
72.01,0,0,0,0,0,0,0,0,0,0.0101796,0.0397713,2.38037,-0.0203516,-0.00266206,-0.92828,-0.371316,-0.723421,-0.689261,0.0397608,0.689478,-0.724235,-0.0101714,0.0358069,0.020056,0.999157,-0.000277066,-0.00325212,0.938148,-0.00219532,0.00020292,0.0130209,0,0,0,1,0,10,1,1,1,720.624,337.988
72.06,0,0,0,0,0,0,0,0,0,0.0103012,0.0398802,2.42728,-0.0204806,-0.00214615,-0.936732,-0.349441,-0.754944,-0.654577,0.0398696,0.654752,-0.755773,-0.0102928,0.0368698,0.0183343,0.999152,-0.000386593,-0.0032391,0.938799,-0.00218781,0.000289058,0.013021,0,0,0,1,0,10,1,1,1,721.123,338.458
72.11,0,0,0,0,0,0,0,0,0,0.0104211,0.0399906,2.47422,-0.0205971,-0.0016263,-0.944674,-0.327358,-0.784825,-0.618427,0.03998,0.618561,-0.785668,-0.0104126,0.0378504,0.0165579,0.999146,-0.000495636,-0.00322178,0.93945,-0.00217706,0.000374956,0.013021,0,0,0,1,0,10,1,1,1,721.623,338.927
72.16,0,0,0,0,0,0,0,0,0,0.0105396,0.0401025,2.5212,-0.020701,-0.00110281,-0.952101,-0.30508,-0.812996,-0.580888,0.0400917,0.580979,-0.81385,-0.0105309,0.038746,0.0147309,0.999141,-0.000604035,-0.00320018,0.940101,-0.00216309,0.000460488,0.0130211,0,0,0,1,0,10,1,1,1,722.123,339.397
72.21,0,0,0,0,0,0,0,0,0,0.0106564,0.0402158,2.56821,-0.020792,-0.00057599,-0.959007,-0.282618,-0.83939,-0.542041,0.040205,0.542088,-0.840254,-0.0106476,0.0395538,0.0128571,0.999135,-0.000711627,-0.00317432,0.940752,-0.0021459,0.000545525,0.0130211,0,0,0,1,0,10,1,1,1,722.623,339.867
72.26,0,0,0,0,0,0,0,0,0,0.0107717,0.0403305,2.61525,-0.0208701,-4.6139e-05,-0.965387,-0.259984,-0.863946,-0.501968,0.0403195,0.501972,-0.864817,-0.0107627,0.0402716,0.0109409,0.999129,-0.000818254,-0.00314423,0.941403,-0.00212551,0.00062994,0.0130211,0,0,0,1,0,10,1,1,1,723.122,340.338
72.31,0,0,0,0,0,0,0,0,0,0.0108852,0.0404465,2.66232,-0.0209352,0.000486427,-0.971238,-0.23719,-0.886605,-0.460756,0.0404354,0.460715,-0.887481,-0.0108761,0.0408969,0.00898639,0.999123,-0.000923754,-0.00310994,0.942054,-0.00210193,0.000713606,0.0130212,0,0,0,1,0,10,1,1,1,723.622,340.809
72.36,0,0,0,0,0,0,0,0,0,0.0109971,0.0405637,2.70943,-0.0209872,0.00102139,-0.976553,-0.214249,-0.907314,-0.418494,0.0405526,0.418408,-0.908193,-0.0109879,0.0414279,0.0069981,0.999117,-0.00102797,-0.00307149,0.942705,-0.00207519,0.000796395,0.0130212,0,0,0,1,0,10,1,1,1,724.122,341.28
72.41,0,0,0,0,0,0,0,0,0,0.0111073,0.0406822,2.75656,-0.021026,0.00155844,-0.98133,-0.191174,-0.926021,-0.375274,0.040671,0.375143,-0.926901,-0.0110979,0.0418627,0.00498053,0.999111,-0.00113074,-0.00302894,0.943356,-0.00204531,0.000878182,0.0130212,0,0,0,1,0,10,1,1,1,724.621,341.751
72.46,0,0,0,0,0,0,0,0,0,0.0112158,0.0408019,2.80374,-0.0210515,0.00209726,-0.985564,-0.167976,-0.942682,-0.33119,0.0407906,0.331013,-0.94356,-0.0112062,0.0421997,0.00293831,0.999105,-0.00123192,-0.00298234,0.944007,-0.00201234,0.000958841,0.0130213,0,0,0,1,0,10,1,1,1,725.121,342.223
72.51,0,0,0,0,0,0,0,0,0,0.0113225,0.0409227,2.85094,-0.0210636,0.00263752,-0.989252,-0.144668,-0.957255,-0.286338,0.0409113,0.286116,-0.958128,-0.0113128,0.0424375,0.000876132,0.999099,-0.00133135,-0.00293175,0.944658,-0.00197631,0.00103825,0.0130213,0,0,0,1,0,10,1,1,1,725.62,342.695
72.56,0,0,0,0,0,0,0,0,0,0.0114275,0.0410445,2.89818,-0.0210622,0.00317889,-0.992392,-0.121264,-0.969703,-0.240818,0.041033,0.24055,-0.97057,-0.0114176,0.0425749,-0.0012012,0.999093,-0.00142887,-0.00287723,0.945309,-0.00193727,0.00111628,0.0130213,0,0,0,1,0,10,1,1,1,726.12,343.167
72.61,0,0,0,0,0,0,0,0,0,0.0115306,0.0411674,2.94544,-0.0210474,0.00372105,-0.994979,-0.0977767,-0.979993,-0.194728,0.0411558,0.194415,-0.980852,-0.0115206,0.0426111,-0.00328885,0.999086,-0.00152435,-0.00281886,0.94596,-0.00189525,0.00119282,0.0130213,0,0,0,1,0,10,1,1,1,726.619,343.64
72.66,0,0,0,0,0,0,0,0,0,0.011632,0.0412912,2.99275,-0.021019,0.00426368,-0.997011,-0.0742181,-0.9881,-0.148172,0.0412795,0.147813,-0.988947,-0.0116219,0.0425452,-0.00538189,0.99908,-0.00161762,-0.00275672,0.946611,-0.00185032,0.00126774,0.0130214,0,0,0,1,0,10,1,1,1,727.119,344.113
72.71,0,0,0,0,0,0,0,0,0,0.0117316,0.0414159,3.04008,-0.020977,0.00480643,-0.998487,-0.0506019,-0.993999,-0.101252,0.0414041,0.100849,-0.994833,-0.0117213,0.0423769,-0.00747538,0.999074,-0.00170855,-0.00269088,0.947262,-0.00180253,0.00134093,0.0130214,0,0,0,1,0,10,1,1,1,727.618,344.587
72.76,0,0,0,0,0,0,0,0,0,0.0118294,0.0415415,3.08745,-0.0209214,0.00534899,-0.999404,-0.026941,-0.997673,-0.0540738,0.0415295,0.0536261,-0.998491,-0.0118189,0.042106,-0.00956432,0.999067,-0.001797,-0.00262145,0.947913,-0.00175194,0.00141227,0.0130214,0,0,0,1,0,10,1,1,1,728.118,345.06
72.81,0,0,0,0,0,0,0,0,0,0.0119253,0.0416679,3.13484,-0.020852,0.00589102,-0.99976,-0.00324891,-0.999109,-0.00674193,0.0416558,0.00625057,-0.999909,-0.0119147,0.0417324,-0.0116437,0.999061,-0.00188283,-0.00254852,0.948565,-0.00169863,0.00148164,0.0130214,0,0,0,1,0,10,1,1,1,728.617,345.534
72.86,0,0,0,0,0,0,0,0,0,0.0120195,0.041795,-3.10091,-0.020769,0.00643217,-0.999554,0.0204613,-0.9983,0.0406371,0.0417828,-0.0411715,-0.99908,-0.0120087,0.0412564,-0.0137085,0.999055,-0.00196591,-0.00247219,0.949216,-0.00164265,0.00154894,0.0130214,0,0,0,1,0,10,1,1,1,729.116,346.009
72.91,0,0,0,0,0,0,0,0,0,0.0121118,0.0419228,-3.05344,-0.0206724,0.00697212,-0.998786,0.0441761,-0.995242,0.0879567,0.0419105,-0.0885332,-0.996,-0.0121009,0.0406785,-0.0157538,0.999048,-0.0020461,-0.00239256,0.949867,-0.00158409,0.00161406,0.0130214,0,0,0,1,0,10,1,1,1,729.616,346.483
72.96,0,0,0,0,0,0,0,0,0,0.0122023,0.0420512,-3.00595,-0.0205619,0.00751053,-0.997453,0.0678822,-0.989938,0.13511,0.0420388,-0.135728,-0.990671,-0.0121912,0.0399995,-0.0177744,0.999042,-0.00212327,-0.00230976,0.950518,-0.00152302,0.00167689,0.0130214,0,0,0,1,0,10,1,1,1,730.115,346.958
73.01,0,0,0,0,0,0,0,0,0,0.012291,0.0421802,-2.95842,-0.0204378,0.00804707,-0.995557,0.0915662,-0.982396,0.18199,0.0421677,-0.182648,-0.983102,-0.0122798,0.0392204,-0.0197655,0.999035,-0.00219732,-0.00222389,0.951169,-0.00145953,0.00173733,0.0130214,0,0,0,1,0,10,1,1,1,730.614,347.434
73.06,0,0,0,0,0,0,0,0,0,0.012378,0.0423098,-2.91086,-0.0203,0.00858139,-0.993096,0.115215,-0.972627,0.22849,0.0422972,-0.229187,-0.973304,-0.0123666,0.0383424,-0.021722,0.999029,-0.00226811,-0.00213508,0.95182,-0.00139371,0.00179527,0.0130214,0,0,0,1,0,10,1,1,1,731.114,347.909
73.11,0,0,0,0,0,0,0,0,0,0.0124631,0.0424399,-2.86326,-0.0201486,0.00911316,-0.990072,0.138814,-0.960649,0.274504,0.0424271,-0.275239,-0.961295,-0.0124516,0.037367,-0.0236392,0.999022,-0.00233553,-0.00204346,0.952471,-0.00132565,0.00185063,0.0130214,0,0,0,1,0,10,1,1,1,731.613,348.385
73.16,0,0,0,0,0,0,0,0,0,0.0125465,0.0425704,-2.81563,-0.0199835,0.00964204,-0.986484,0.16235,-0.946486,0.319927,0.0425575,-0.320698,-0.947099,-0.0125348,0.0362959,-0.0255121,0.999015,-0.00239948,-0.00194917,0.953122,-0.00125544,0.00190331,0.0130214,0,0,0,1,0,10,1,1,1,732.112,348.862
73.21,0,0,0,0,0,0,0,0,0,0.0126281,0.0427012,-2.76797,-0.0198048,0.0101677,-0.982333,0.185811,-0.930164,0.364654,0.0426883,-0.365459,-0.930742,-0.0126163,0.0351312,-0.027336,0.999009,-0.00245985,-0.00185233,0.953773,-0.00118319,0.00195322,0.0130214,0,0,0,1,0,10,1,1,1,732.611,349.338
73.26,0,0,0,0,0,0,0,0,0,0.012708,0.0428325,-2.72028,-0.0196125,0.0106898,-0.977622,0.209182,-0.911717,0.408582,0.0428194,-0.409421,-0.912257,-0.012696,0.033875,-0.0291063,0.999002,-0.00251654,-0.00175309,0.954424,-0.00110899,0.00200028,0.0130214,0,0,0,1,0,10,1,1,1,733.111,349.815
73.31,0,0,0,0,0,0,0,0,0,0.0127861,0.042964,-2.67256,-0.0194067,0.011208,-0.97235,0.232449,-0.891181,0.451609,0.0429508,-0.452479,-0.891683,-0.012774,0.0325297,-0.0308183,0.998996,-0.00256947,-0.00165159,0.955075,-0.00103296,0.0020444,0.0130213,0,0,0,1,0,10,1,1,1,733.61,350.292
73.36,0,0,0,0,0,0,0,0,0,0.0128626,0.0430959,-2.6248,-0.0191875,0.0117219,-0.966521,0.2556,-0.868601,0.493636,0.0430825,-0.494536,-0.869062,-0.0128503,0.031098,-0.0324676,0.998989,-0.00261853,-0.00154799,0.955726,-0.000955193,0.0020855,0.0130213,0,0,0,1,0,10,1,1,1,734.109,350.77
73.41,0,0,0,0,0,0,0,0,0,0.0129374,0.0432279,-2.57701,-0.0189549,0.0122313,-0.960136,0.278621,-0.844022,0.534564,0.0432144,-0.535492,-0.844442,-0.012925,0.0295828,-0.0340499,0.998982,-0.00266365,-0.00144244,0.956377,-0.000875815,0.00212352,0.0130213,0,0,0,1,0,10,1,1,1,734.608,351.248
73.46,0,0,0,0,0,0,0,0,0,0.0130106,0.0433601,-2.52919,-0.0187091,0.0127358,-0.953198,0.301498,-0.817498,0.574298,0.0433466,-0.575251,-0.817873,-0.012998,0.0279873,-0.035561,0.998976,-0.00270475,-0.00133509,0.957028,-0.000794939,0.00215838,0.0130213,0,0,0,1,0,10,1,1,1,735.107,351.726
73.51,0,0,0,0,0,0,0,0,0,0.0130821,0.0434925,-2.48133,-0.01845,0.013235,-0.94571,0.324218,-0.789085,0.612744,0.0434788,-0.613721,-0.789415,-0.0130693,0.0263147,-0.0369967,0.998969,-0.00274176,-0.0012261,0.957679,-0.000712683,0.00219003,0.0130212,0,0,0,1,0,10,1,1,1,735.606,352.205
73.56,0,0,0,0,0,0,0,0,0,0.013152,0.043625,-2.43344,-0.0181779,0.0137287,-0.937674,0.346768,-0.758844,0.649811,0.0436112,-0.650809,-0.759128,-0.0131391,0.0245685,-0.0383531,0.998962,-0.00277461,-0.00111564,0.958331,-0.000629168,0.00221839,0.0130212,0,0,0,1,0,10,1,1,1,736.106,352.683
73.61,0,0,0,0,0,0,0,0,0,0.0132203,0.0437576,-2.38552,-0.0178927,0.0142165,-0.929095,0.369133,-0.726841,0.685411,0.0437437,-0.686429,-0.727077,-0.0132073,0.0227526,-0.0396265,0.998955,-0.00280325,-0.00100388,0.958982,-0.000544519,0.00224342,0.0130212,0,0,0,1,0,10,1,1,1,736.605,353.163
73.66,0,0,0,0,0,0,0,0,0,0.0132872,0.0438903,-2.33757,-0.0175947,0.014698,-0.919977,0.391302,-0.693146,0.71946,0.0438762,-0.720495,-0.693333,-0.013274,0.0208707,-0.0408134,0.998949,-0.00282762,-0.000890974,0.959633,-0.000458861,0.00226507,0.0130211,0,0,0,1,0,10,1,1,1,737.104,353.642
73.71,0,0,0,0,0,0,0,0,0,0.0133525,0.044023,-2.28958,-0.017284,0.015173,-0.910322,0.413261,-0.657834,0.751876,0.0440088,-0.752925,-0.657971,-0.0133391,0.0189271,-0.0419102,0.998942,-0.00284769,-0.000777102,0.960284,-0.000372324,0.00228329,0.0130211,0,0,0,1,0,10,1,1,1,737.603,354.122
73.76,0,0,0,0,0,0,0,0,0,0.0134163,0.0441557,-2.24156,-0.0169606,0.0156412,-0.900137,0.434996,-0.620982,0.782581,0.0441413,-0.783642,-0.621068,-0.0134028,0.016926,-0.0429139,0.998935,-0.0028634,-0.000662433,0.960935,-0.000285038,0.00229804,0.0130211,0,0,0,1,0,10,1,1,1,738.102,354.602
73.81,0,0,0,0,0,0,0,0,0,0.0134786,0.0442884,-2.19351,-0.0166247,0.0161021,-0.889425,0.456495,-0.582672,0.8115,0.0442739,-0.812571,-0.582707,-0.013465,0.0148718,-0.0438214,0.998929,-0.00287472,-0.000547144,0.961586,-0.000197135,0.00230929,0.013021,0,0,0,1,0,10,1,1,1,738.601,355.083
73.86,0,0,0,0,0,0,0,0,0,0.0135396,0.044421,-2.14543,-0.0162765,0.0165555,-0.878192,0.477744,-0.542991,0.838564,0.0444064,-0.839641,-0.542973,-0.0135258,0.0127692,-0.0446299,0.998922,-0.00288163,-0.00043141,0.962237,-0.000108749,0.002317,0.013021,0,0,0,1,0,10,1,1,1,739.1,355.563
73.91,0,0,0,0,0,0,0,0,0,0.0135991,0.0445536,-2.09731,-0.0159162,0.0170011,-0.866443,0.498732,-0.502027,0.863705,0.0445389,-0.864787,-0.501955,-0.0135852,0.0106229,-0.0453368,0.998915,-0.00288411,-0.000315409,0.962888,-2.0015e-05,0.00232116,0.0130209,0,0,0,1,0,10,1,1,1,739.599,356.045
73.96,0,0,0,0,0,0,0,0,0,0.0136573,0.0446861,-2.04916,-0.0155438,0.0174386,-0.854185,0.519444,-0.459872,0.886861,0.0446713,-0.887945,-0.459747,-0.0136433,0.00843779,-0.0459398,0.998909,-0.00288215,-0.000199319,0.963539,6.89304e-05,0.00232175,0.0130209,0,0,0,1,0,10,1,1,1,740.098,356.526
74.01,0,0,0,0,0,0,0,0,0,0.0137142,0.0448185,-2.00098,-0.0151596,0.0178676,-0.841422,0.53987,-0.416622,0.907975,0.0448035,-0.909059,-0.416443,-0.0137,0.00621889,-0.0464368,0.998902,-0.00287573,-8.33192e-05,0.96419,0.00015795,0.00231875,0.0130209,0,0,0,1,0,10,1,1,1,740.598,357.008
74.06,0,0,0,0,0,0,0,0,0,0.0137698,0.0449509,-1.95277,-0.0147637,0.0182879,-0.828163,0.559995,-0.372376,0.926994,0.0449357,-0.928074,-0.372143,-0.0137554,0.00397133,-0.0468259,0.998895,-0.00286487,3.24107e-05,0.964841,0.000246905,0.00231215,0.0130208,0,0,0,1,0,10,1,1,1,741.097,357.49
74.11,0,0,0,0,0,0,0,0,0,0.0138241,0.0450831,-1.90452,-0.0143564,0.0186991,-0.814412,0.579808,-0.327233,0.943868,0.0450678,-0.944942,-0.326946,-0.0138096,0.00170034,-0.0471054,0.998888,-0.00284957,0.000147691,0.965492,0.000335658,0.00230195,0.0130208,0,0,0,1,0,10,1,1,1,741.596,357.972
74.16,0,0,0,0,0,0,0,0,0,0.0138771,0.0452152,-1.85624,-0.0139378,0.0191009,-0.800178,0.599296,-0.281299,0.958555,0.0451998,-0.95962,-0.280958,-0.0138625,-0.000588736,-0.0472741,0.998882,-0.00282983,0.000262341,0.966143,0.000424069,0.00228817,0.0130208,0,0,0,1,0,10,1,1,1,742.095,358.455
74.21,0,0,0,0,0,0,0,0,0,0.013929,0.0453471,-1.80793,-0.0135082,0.0194932,-0.785467,0.618448,-0.234678,0.971016,0.0453316,-0.972069,-0.234283,-0.0139142,-0.0028905,-0.0473308,0.998875,-0.0028057,0.000376183,0.966794,0.000511998,0.0022708,0.0130207,0,0,0,1,0,10,1,1,1,742.594,358.938
74.26,0,0,0,0,0,0,0,0,0,0.0139797,0.045479,-1.75959,-0.0130678,0.0198755,-0.770288,0.637252,-0.187478,0.981216,0.0454633,-0.982255,-0.187029,-0.0139648,-0.00519948,-0.0472746,0.998868,-0.00277719,0.000489037,0.967445,0.000599308,0.00224986,0.0130207,0,0,0,1,0,10,1,1,1,743.093,359.422
74.31,0,0,0,0,0,0,0,0,0,0.0140292,0.0456106,-1.71121,-0.0126167,0.0202476,-0.754648,0.655696,-0.139808,0.989128,0.0455948,-0.99015,-0.139307,-0.0140142,-0.00751015,-0.047105,0.998862,-0.00274433,0.000600726,0.968096,0.000685859,0.00222537,0.0130206,0,0,0,1,0,10,1,1,1,743.592,359.905
74.36,0,0,0,0,0,0,0,0,0,0.0140776,0.0457422,-1.6628,-0.0121552,0.0206092,-0.738556,0.673767,-0.0917795,0.994729,0.0457262,-0.995731,-0.0912255,-0.0140624,-0.00981693,-0.0468217,0.998855,-0.00270718,0.000711073,0.968747,0.000771513,0.00219736,0.0130206,0,0,0,1,0,10,1,1,1,744.092,360.389
74.41,0,0,0,0,0,0,0,0,0,0.014125,0.0458736,-1.61436,-0.0116836,0.02096,-0.72202,0.691456,-0.0435037,0.998,0.0458575,-0.99898,-0.0428981,-0.0141096,-0.0121142,-0.0464245,0.998848,-0.00266578,0.000819903,0.969398,0.000856133,0.00216586,0.0130206,0,0,0,1,0,10,1,1,1,744.591,360.874
74.46,0,0,0,0,0,0,0,0,0,0.0141712,0.0460049,-1.56589,-0.0112021,0.0212998,-0.705048,0.708751,0.00490604,0.99893,0.0459886,-0.999884,0.00556243,-0.0141558,-0.0143964,-0.0459139,0.998842,-0.00262019,0.000927043,0.970049,0.000939581,0.00213091,0.0130206,0,0,0,1,0,10,1,1,1,745.09,361.359
74.51,0,0,0,0,0,0,0,0,0,0.0142165,0.046136,-1.51738,-0.010711,0.0216283,-0.687651,0.72564,0.0533362,0.997511,0.0461196,-0.998438,0.0540423,-0.0142008,-0.0166579,-0.0452901,0.998835,-0.00257047,0.00103232,0.9707,0.00102172,0.00209256,0.0130205,0,0,0,1,0,10,1,1,1,745.589,361.844
74.56,0,0,0,0,0,0,0,0,0,0.0142607,0.046267,-1.46884,-0.0102105,0.0219453,-0.669837,0.742113,0.101673,0.993742,0.0462504,-0.994638,0.102427,-0.0142449,-0.0188931,-0.0445542,0.998828,-0.00251668,0.00113557,0.971351,0.00110243,0.00205084,0.0130205,0,0,0,1,0,10,1,1,1,746.088,362.329
74.61,0,0,0,0,0,0,0,0,0,0.0143039,0.0463978,-1.42027,-0.00970079,0.0222504,-0.651617,0.75816,0.149801,0.987628,0.0463812,-0.988491,0.150603,-0.014288,-0.0210964,-0.043707,0.998822,-0.00245892,0.00123662,0.972002,0.00118156,0.00200582,0.0130205,0,0,0,1,0,10,1,1,1,746.588,362.815
74.66,0,0,0,0,0,0,0,0,0,0.0143461,0.0465285,-1.37166,-0.00918229,0.0225435,-0.632999,0.77377,0.197608,0.979177,0.0465117,-0.980005,0.198455,-0.0143301,-0.0232622,-0.04275,0.998815,-0.00239725,0.00133532,0.972653,0.00125899,0.00195755,0.0130205,0,0,0,1,0,10,1,1,1,747.087,363.301
74.71,0,0,0,0,0,0,0,0,0,0.0143874,0.0466591,-1.32302,-0.00865522,0.0228243,-0.613995,0.788932,0.244978,0.968406,0.0466422,-0.969196,0.24587,-0.0143712,-0.0253851,-0.0416848,0.998808,-0.00233178,0.00143149,0.973304,0.00133458,0.0019061,0.0130204,0,0,0,1,0,10,1,1,1,747.586,363.787
